,date,Demand,Peak_Load_MW,Peak_Load_H,icon_06,temp_06,templow_06,baro_06,wind_06,wd_06,hum_06,icon_12,temp_12,templow_12,baro_12,wind_12,wd_12,hum_12,icon_18,temp_18,templow_18,baro_18,wind_18,wd_18,hum_18,icon_00,temp_00,templow_00,baro_00,wind_00,wd_00,hum_00,name
1589,2018-05-05,508.0,26,22,7,20.0,14.0,1016,5,240,83,6.0,20.0,19.0,1016.0,13.0,70.0,69.0,2.0,20.0,17.0,1016.0,11.0,100.0,79.0,36.0,16.0,14.0,1015.0,5.0,320.0,87.0,0
1590,2018-05-06,485.0,26,22,7,19.0,16.0,1016,16,90,84,7.0,19.0,18.0,1015.0,19.0,80.0,77.0,7.0,18.0,16.0,1015.0,12.0,90.0,84.0,36.0,17.0,16.0,1016.0,11.0,90.0,87.0,15
1591,2018-05-07,540.0,29,22,18,18.0,17.0,1015,13,70,89,7.0,19.0,18.0,1015.0,13.0,70.0,75.0,2.0,18.0,17.0,1015.0,7.0,100.0,83.0,36.0,17.0,16.0,1014.0,9.0,90.0,88.0,0
1592,2018-05-08,548.0,29,22,2,22.0,14.0,1014,6,100,78,9.0,24.0,22.0,1013.0,10.0,280.0,54.0,36.0,22.0,20.0,1012.0,12.0,260.0,65.0,36.0,17.0,14.0,1015.0,3.0,240.0,88.0,0
1593,2018-05-09,546.0,29,22,6,21.0,18.0,1012,13,260,73,2.0,24.0,21.0,1013.0,13.0,280.0,58.0,36.0,23.0,18.0,1013.0,23.0,260.0,74.0,36.0,20.0,19.0,1012.0,18.0,260.0,65.0,0
1594,2018-05-10,543.0,28,22,2,21.0,16.0,1015,12,280,74,7.0,22.0,21.0,1016.0,12.0,280.0,57.0,2.0,21.0,17.0,1017.0,8.0,270.0,66.0,36.0,18.0,16.0,1014.0,15.0,260.0,86.0,0
1595,2018-05-11,545.0,28,14,1,20.0,15.0,1019,7,270,75,2.0,22.0,20.0,1018.0,13.0,40.0,68.0,2.0,21.0,17.0,1018.0,6.0,300.0,80.0,36.0,17.0,15.0,1018.0,5.0,280.0,81.0,0
1596,2018-05-12,507.0,26,22,7,20.0,17.0,1018,10,260,82,2.0,22.0,20.0,1018.0,15.0,270.0,62.0,13.0,21.0,18.0,1017.0,23.0,260.0,67.0,36.0,17.0,16.0,1018.0,5.0,270.0,88.0,0
1597,2018-05-13,475.0,26,23,2,20.0,16.0,1019,20,260,61,2.0,21.0,20.0,1020.0,15.0,270.0,42.0,6.0,18.0,16.0,1019.0,8.0,270.0,53.0,36.0,18.0,17.0,1018.0,17.0,280.0,59.0,0
1598,2018-05-14,539.0,28,22,2,20.0,13.0,1018,7,80,62,2.0,20.0,20.0,1017.0,12.0,70.0,60.0,14.0,20.0,16.0,1016.0,9.0,100.0,77.0,36.0,16.0,14.0,1019.0,7.0,280.0,54.0,0
1599,2018-05-15,554.0,28,22,2,21.0,13.0,1016,6,80,83,2.0,21.0,20.0,1016.0,16.0,60.0,67.0,14.0,18.0,17.0,1015.0,10.0,90.0,80.0,36.0,16.0,13.0,1016.0,4.0,340.0,89.0,0
1600,2018-05-16,537.0,27,22,6,20.0,16.0,1014,17,80,79,6.0,20.0,19.0,1013.0,25.0,70.0,72.0,14.0,19.0,18.0,1012.0,22.0,70.0,81.0,36.0,17.0,16.0,1015.0,9.0,110.0,84.0,0
1601,2018-05-17,537.0,29,22,9,20.0,17.0,1011,13,20,92,36.0,20.0,18.0,1013.0,20.0,50.0,88.0,17.0,18.0,17.0,1015.0,14.0,70.0,90.0,34.0,18.0,16.0,1012.0,17.0,30.0,90.0,0
1602,2018-05-18,539.0,28,22,9,20.0,16.0,1016,12,80,80,9.0,20.0,20.0,1016.0,15.0,70.0,71.0,6.0,20.0,17.0,1016.0,13.0,100.0,81.0,36.0,17.0,16.0,1016.0,11.0,80.0,86.0,0
1603,2018-05-19,518.0,27,22,2,20.0,16.0,1016,11,100,78,2.0,21.0,20.0,1016.0,13.0,60.0,66.0,6.0,20.0,18.0,1016.0,10.0,40.0,72.0,36.0,17.0,17.0,1016.0,10.0,80.0,86.0,0
1604,2018-05-20,479.0,25,22,2,22.0,14.0,1015,8,290,74,2.0,21.0,20.0,1014.0,15.0,60.0,64.0,2.0,20.0,17.0,1013.0,11.0,100.0,76.0,36.0,18.0,15.0,1016.0,4.0,250.0,85.0,0
1605,2018-05-21,526.0,29,22,2,20.0,15.0,1013,7,280,79,2.0,22.0,20.0,1013.0,13.0,70.0,70.0,14.0,22.0,18.0,1014.0,6.0,310.0,73.0,36.0,17.0,15.0,1013.0,5.0,130.0,85.0,0
1606,2018-05-22,553.0,29,22,1,22.0,16.0,1015,6,40,72,2.0,22.0,22.0,1015.0,12.0,90.0,64.0,1.0,22.0,19.0,1015.0,8.0,80.0,79.0,36.0,18.0,16.0,1014.0,5.0,310.0,74.0,0
1607,2018-05-23,568.0,29,22,9,22.0,17.0,1015,7,70,85,6.0,23.0,22.0,1014.0,14.0,80.0,74.0,6.0,22.0,20.0,1014.0,6.0,80.0,78.0,36.0,19.0,18.0,1015.0,4.0,100.0,91.0,0
1608,2018-05-24,562.0,29,22,7,22.0,19.0,1013,8,280,82,6.0,23.0,22.0,1012.0,11.0,300.0,68.0,2.0,23.0,19.0,1013.0,15.0,290.0,77.0,14.0,20.0,19.0,1013.0,7.0,260.0,86.0,0
1609,2018-05-25,558.0,28,22,7,21.0,18.0,1014,10,280,73,7.0,22.0,20.0,1014.0,12.0,310.0,57.0,2.0,22.0,19.0,1014.0,11.0,250.0,61.0,36.0,19.0,18.0,1014.0,12.0,240.0,82.0,0
1610,2018-05-26,523.0,27,22,1,22.0,16.0,1014,7,260,68,2.0,23.0,22.0,1013.0,13.0,60.0,58.0,6.0,23.0,19.0,1013.0,8.0,260.0,66.0,36.0,19.0,16.0,1014.0,7.0,240.0,68.0,0
1611,2018-05-27,498.0,27,22,2,22.0,18.0,1015,9,260,73,2.0,23.0,21.0,1015.0,14.0,270.0,61.0,2.0,22.0,19.0,1016.0,19.0,260.0,68.0,34.0,20.0,18.0,1014.0,11.0,270.0,70.0,0
1612,2018-05-28,558.0,29,22,2,23.0,18.0,1016,14,260,72,2.0,23.0,23.0,1015.0,12.0,280.0,53.0,36.0,23.0,19.0,1015.0,18.0,260.0,66.0,36.0,19.0,18.0,1016.0,15.0,260.0,78.0,0
1613,2018-05-29,558.0,29,22,2,22.0,17.0,1016,10,280,66,2.0,24.0,22.0,1016.0,13.0,280.0,48.0,2.0,22.0,18.0,1016.0,18.0,260.0,66.0,36.0,19.0,17.0,1016.0,14.0,260.0,79.0,0
1614,2018-05-30,545.0,27,22,2,23.0,17.0,1016,15,270,67,2.0,24.0,22.0,1017.0,13.0,280.0,52.0,2.0,22.0,19.0,1017.0,16.0,260.0,61.0,36.0,18.0,17.0,1016.0,15.0,250.0,75.0,0
1615,2018-05-31,553.0,29,22,1,23.0,17.0,1018,11,260,67,2.0,24.0,23.0,1018.0,11.0,300.0,52.0,2.0,24.0,19.0,1018.0,9.0,300.0,57.0,36.0,19.0,17.0,1018.0,17.0,250.0,67.0,0
1616,2018-06-01,562.0,28,22,6,23.0,17.0,1018,6,70,76,7.0,24.0,22.0,1018.0,11.0,70.0,61.0,7.0,22.0,19.0,1018.0,7.0,100.0,73.0,36.0,19.0,17.0,1019.0,5.0,130.0,84.0,0
1617,2018-06-02,527.0,27,22,7,22.0,18.0,1017,7,290,69,7.0,22.0,20.0,1018.0,11.0,310.0,59.0,6.0,20.0,18.0,1018.0,11.0,300.0,68.0,36.0,19.0,18.0,1017.0,6.0,280.0,75.0,0
1618,2018-06-03,492.0,27,22,1,25.0,15.0,1018,8,350,56,2.0,26.0,25.0,1017.0,12.0,280.0,38.0,2.0,25.0,21.0,1016.0,17.0,250.0,49.0,36.0,18.0,16.0,1019.0,11.0,250.0,72.0,0
1619,2018-06-04,553.0,29,22,2,22.0,18.0,1017,17,270,70,2.0,23.0,22.0,1016.0,17.0,280.0,55.0,6.0,23.0,19.0,1015.0,24.0,260.0,58.0,36.0,21.0,19.0,1016.0,18.0,250.0,55.0,0
1620,2018-06-05,556.0,29,22,7,21.0,19.0,1015,16,260,62,6.0,22.0,20.0,1015.0,16.0,270.0,61.0,2.0,21.0,18.0,1015.0,24.0,260.0,65.0,36.0,19.0,18.0,1015.0,29.0,260.0,65.0,0
1621,2018-06-06,542.0,28,22,36,22.0,17.0,1016,19,270,65,2.0,24.0,22.0,1016.0,17.0,270.0,49.0,2.0,22.0,19.0,1017.0,16.0,270.0,66.0,36.0,18.0,17.0,1016.0,17.0,270.0,68.0,0
1622,2018-06-07,555.0,29,22,2,23.0,17.0,1019,11,250,64,2.0,24.0,23.0,1019.0,11.0,300.0,48.0,2.0,24.0,19.0,1018.0,8.0,290.0,61.0,36.0,19.0,18.0,1018.0,18.0,260.0,72.0,0
1623,2018-06-08,556.0,28,22,2,22.0,16.0,1016,6,300,70,2.0,23.0,22.0,1015.0,12.0,320.0,60.0,2.0,23.0,20.0,1015.0,12.0,260.0,63.0,36.0,19.0,16.0,1017.0,4.0,250.0,78.0,0
1624,2018-06-09,520.0,26,22,6,22.0,18.0,1015,11,270,73,2.0,23.0,22.0,1015.0,13.0,280.0,55.0,2.0,22.0,20.0,1014.0,16.0,260.0,51.0,36.0,20.0,19.0,1015.0,10.0,260.0,79.0,0
1625,2018-06-10,502.0,27,22,2,22.0,18.0,1015,17,270,62,2.0,23.0,22.0,1014.0,15.0,280.0,55.0,1.0,23.0,19.0,1014.0,20.0,260.0,58.0,36.0,20.0,18.0,1015.0,20.0,260.0,63.0,0
1626,2018-06-11,551.0,28,22,2,23.0,17.0,1015,19,260,63,1.0,24.0,23.0,1015.0,15.0,280.0,50.0,1.0,24.0,20.0,1015.0,22.0,260.0,58.0,36.0,20.0,17.0,1015.0,21.0,260.0,63.0,0
1627,2018-06-12,559.0,28,22,1,24.0,19.0,1017,15,270,52,1.0,25.0,24.0,1017.0,16.0,280.0,46.0,1.0,25.0,21.0,1017.0,18.0,270.0,57.0,36.0,20.0,19.0,1016.0,22.0,260.0,63.0,0
1628,2018-06-13,570.0,29,22,2,27.0,20.0,1017,14,280,43,2.0,27.0,26.0,1016.0,13.0,280.0,43.0,1.0,27.0,22.0,1015.0,15.0,260.0,55.0,36.0,21.0,19.0,1017.0,11.0,270.0,59.0,0
1629,2018-06-14,591.0,30,14,2,28.0,19.0,1014,10,270,48,2.0,29.0,28.0,1014.0,13.0,300.0,35.0,1.0,29.0,22.0,1013.0,8.0,280.0,51.0,36.0,22.0,19.0,1015.0,6.0,240.0,70.0,0
1630,2018-06-15,560.0,27,14,1,24.0,19.0,1015,7,320,76,2.0,25.0,24.0,1015.0,10.0,80.0,68.0,13.0,25.0,22.0,1014.0,6.0,80.0,70.0,36.0,22.0,19.0,1014.0,3.0,340.0,72.0,0
1631,2018-06-16,534.0,27,23,2,24.0,22.0,1015,8,70,75,2.0,25.0,24.0,1014.0,11.0,30.0,68.0,2.0,25.0,20.0,1015.0,7.0,310.0,74.0,36.0,22.0,20.0,1014.0,4.0,190.0,86.0,0
1632,2018-06-17,517.0,27,23,9,24.0,19.0,1018,7,80,83,2.0,25.0,24.0,1019.0,13.0,80.0,70.0,6.0,24.0,22.0,1019.0,8.0,70.0,81.0,36.0,20.0,19.0,1016.0,4.0,350.0,85.0,0
1633,2018-06-18,594.0,31,14,9,24.0,20.0,1019,10,90,82,7.0,24.0,23.0,1018.0,15.0,70.0,75.0,2.0,24.0,22.0,1018.0,6.0,70.0,74.0,36.0,22.0,20.0,1019.0,5.0,310.0,88.0,0
1634,2018-06-19,600.0,31,14,9,23.0,21.0,1020,13,90,84,2.0,25.0,23.0,1020.0,21.0,90.0,72.0,2.0,24.0,21.0,1019.0,19.0,100.0,79.0,36.0,22.0,20.0,1019.0,4.0,300.0,85.0,0
1635,2018-06-20,583.0,30,14,7,24.0,21.0,1018,12,70,80,6.0,24.0,23.0,1017.0,16.0,80.0,71.0,7.0,24.0,21.0,1016.0,11.0,120.0,80.0,36.0,21.0,21.0,1018.0,14.0,80.0,87.0,0
1636,2018-06-21,608.0,31,14,7,23.0,21.0,1017,13,340,87,6.0,25.0,23.0,1017.0,18.0,30.0,76.0,2.0,24.0,22.0,1016.0,8.0,80.0,79.0,36.0,21.0,21.0,1017.0,7.0,120.0,87.0,0
1637,2018-06-22,602.0,31,14,7,24.0,20.0,1017,8,280,81,2.0,25.0,24.0,1016.0,14.0,20.0,69.0,2.0,24.0,21.0,1016.0,8.0,20.0,79.0,36.0,22.0,20.0,1017.0,6.0,270.0,88.0,0
1638,2018-06-23,562.0,28,14,9,24.0,20.0,1016,7,70,82,2.0,25.0,24.0,1015.0,14.0,90.0,73.0,7.0,24.0,22.0,1014.0,9.0,90.0,83.0,36.0,22.0,21.0,1016.0,4.0,260.0,86.0,0
1639,2018-06-24,523.0,27,23,7,23.0,21.0,1015,8,60,85,7.0,24.0,23.0,1014.0,12.0,40.0,79.0,6.0,24.0,22.0,1014.0,10.0,40.0,82.0,36.0,22.0,21.0,1015.0,6.0,270.0,88.0,0
1640,2018-06-25,607.0,32,14,6,25.0,22.0,1016,7,260,77,2.0,26.0,25.0,1016.0,12.0,290.0,62.0,1.0,26.0,22.0,1017.0,8.0,290.0,72.0,36.0,22.0,21.0,1016.0,6.0,260.0,86.0,0
1641,2018-06-26,612.0,31,15,6,24.0,20.0,1018,7,340,78,2.0,27.0,24.0,1017.0,11.0,90.0,63.0,1.0,26.0,22.0,1017.0,8.0,320.0,71.0,36.0,22.0,20.0,1018.0,5.0,320.0,82.0,0
1642,2018-06-27,636.0,33,14,2,25.0,21.0,1018,6,80,75,2.0,28.0,25.0,1016.0,12.0,50.0,58.0,1.0,28.0,24.0,1015.0,7.0,270.0,56.0,36.0,22.0,21.0,1018.0,5.0,130.0,83.0,0
1643,2018-06-28,639.0,33,14,2,28.0,24.0,1013,14,250,44,1.0,28.0,28.0,1012.0,15.0,270.0,36.0,13.0,27.0,24.0,1010.0,17.0,260.0,54.0,36.0,24.0,24.0,1014.0,5.0,280.0,53.0,0
1644,2018-06-29,625.0,33,14,1,27.0,21.0,1010,11,250,60,1.0,29.0,26.0,1008.0,12.0,60.0,43.0,14.0,26.0,21.0,1008.0,7.0,300.0,64.0,36.0,24.0,21.0,1010.0,16.0,250.0,63.0,0
1645,2018-06-30,578.0,28,15,2,25.0,20.0,1009,8,260,75,2.0,27.0,25.0,1010.0,12.0,280.0,61.0,1.0,25.0,22.0,1010.0,20.0,260.0,64.0,36.0,21.0,20.0,1009.0,6.0,310.0,78.0,0
1646,2018-07-01,547.0,27,23,2,26.0,21.0,1013,11,270,68,2.0,26.0,26.0,1014.0,13.0,290.0,55.0,1.0,26.0,22.0,1014.0,20.0,260.0,53.0,36.0,23.0,21.0,1012.0,8.0,240.0,69.0,0
1647,2018-07-02,602.0,31,14,2,24.0,20.0,1017,15,250,72,2.0,27.0,24.0,1017.0,14.0,280.0,52.0,2.0,27.0,24.0,1016.0,15.0,260.0,46.0,36.0,22.0,20.0,1015.0,20.0,250.0,69.0,0
1648,2018-07-03,593.0,30,14,9,27.0,22.0,1016,7,300,53,7.0,29.0,26.0,1016.0,11.0,290.0,44.0,6.0,29.0,25.0,1016.0,8.0,260.0,35.0,36.0,24.0,23.0,1016.0,7.0,260.0,50.0,0
1649,2018-07-04,608.0,31,14,7,25.0,22.0,1018,20,260,59,2.0,26.0,25.0,1019.0,19.0,270.0,51.0,2.0,26.0,23.0,1018.0,24.0,260.0,47.0,36.0,26.0,23.0,1016.0,10.0,270.0,48.0,0
1650,2018-07-05,626.0,32,14,1,28.0,22.0,1020,17,250,44,1.0,30.0,28.0,1019.0,13.0,270.0,35.0,1.0,29.0,24.0,1018.0,8.0,270.0,40.0,36.0,23.0,22.0,1020.0,23.0,260.0,51.0,0
1651,2018-07-06,631.0,32,13,1,29.0,22.0,1019,6,90,47,9.0,28.0,26.0,1018.0,12.0,90.0,49.0,6.0,26.0,23.0,1018.0,8.0,90.0,67.0,36.0,24.0,22.0,1019.0,5.0,320.0,53.0,0
1652,2018-07-07,597.0,29,14,9,25.0,22.0,1017,10,60,85,7.0,25.0,24.0,1017.0,15.0,60.0,80.0,7.0,25.0,24.0,1016.0,8.0,60.0,84.0,36.0,24.0,22.0,1018.0,9.0,60.0,73.0,0
1653,2018-07-08,566.0,29,23,9,26.0,23.0,1018,8,10,84,9.0,28.0,26.0,1018.0,15.0,20.0,66.0,9.0,27.0,23.0,1018.0,10.0,20.0,74.0,36.0,24.0,23.0,1017.0,6.0,50.0,89.0,0
1654,2018-07-09,637.0,33,14,2,26.0,22.0,1019,8,70,81,2.0,27.0,26.0,1018.0,13.0,60.0,69.0,2.0,26.0,24.0,1017.0,7.0,90.0,80.0,36.0,23.0,22.0,1019.0,4.0,80.0,88.0,0
1655,2018-07-10,657.0,33,14,9,27.0,21.0,1017,9,300,80,1.0,32.0,27.0,1017.0,11.0,60.0,49.0,1.0,32.0,25.0,1016.0,6.0,270.0,55.0,36.0,24.0,22.0,1017.0,4.0,90.0,88.0,0
1656,2018-07-11,681.0,35,14,1,32.0,25.0,1015,11,250,34,1.0,32.0,30.0,1014.0,13.0,270.0,30.0,1.0,30.0,25.0,1013.0,11.0,260.0,45.0,36.0,27.0,24.0,1015.0,8.0,250.0,56.0,0
1657,2018-07-12,631.0,34,14,2,27.0,23.0,1014,10,280,54,1.0,27.0,26.0,1015.0,13.0,270.0,47.0,1.0,26.0,23.0,1014.0,14.0,260.0,58.0,36.0,25.0,24.0,1014.0,10.0,250.0,48.0,0
1658,2018-07-13,535.0,28,14,2,24.0,20.0,1016,10,280,75,2.0,27.0,24.0,1017.0,12.0,310.0,58.0,1.0,26.0,22.0,1017.0,8.0,300.0,66.0,36.0,23.0,21.0,1016.0,9.0,280.0,78.0,0
1659,2018-07-14,488.0,25,14,1,26.0,20.0,1018,6,240,68,9.0,27.0,26.0,1018.0,11.0,280.0,59.0,9.0,26.0,24.0,1018.0,11.0,270.0,62.0,36.0,22.0,20.0,1018.0,4.0,320.0,74.0,0
1660,2018-07-15,514.0,26,23,2,25.0,21.0,1019,17,270,70,2.0,26.0,24.0,1018.0,20.0,270.0,55.0,2.0,25.0,23.0,1018.0,27.0,260.0,53.0,36.0,24.0,21.0,1018.0,16.0,250.0,66.0,0
1661,2018-07-16,606.0,31,14,2,26.0,21.0,1020,21,250,52,1.0,27.0,26.0,1019.0,13.0,290.0,43.0,1.0,27.0,22.0,1017.0,11.0,290.0,48.0,36.0,23.0,21.0,1019.0,20.0,260.0,58.0,0
1662,2018-07-17,589.0,32,13,1,26.0,20.0,1016,8,110,66,2.0,28.0,26.0,1015.0,15.0,90.0,49.0,2.0,27.0,24.0,1014.0,7.0,100.0,65.0,36.0,22.0,20.0,1016.0,5.0,80.0,73.0,0
1663,2018-07-18,559.0,30,14,9,27.0,21.0,1015,9,280,80,1.0,28.0,27.0,1015.0,13.0,60.0,61.0,1.0,27.0,24.0,1015.0,9.0,80.0,67.0,36.0,24.0,21.0,1014.0,5.0,260.0,77.0,0
1664,2018-07-19,586.0,31,23,6,27.0,23.0,1015,7,280,75,2.0,30.0,26.0,1015.0,12.0,310.0,54.0,2.0,30.0,25.0,1015.0,10.0,310.0,64.0,36.0,24.0,23.0,1015.0,7.0,80.0,77.0,0
1665,2018-07-20,663.0,34,14,7,31.0,26.0,1014,9,280,27,7.0,32.0,30.0,1014.0,20.0,270.0,26.0,2.0,30.0,28.0,1013.0,20.0,250.0,30.0,14.0,26.0,25.0,1014.0,6.0,310.0,66.0,0
1666,2018-07-21,628.0,31,15,6,32.0,26.0,1014,18,270,33,2.0,33.0,31.0,1013.0,11.0,300.0,27.0,2.0,31.0,26.0,1012.0,7.0,270.0,40.0,36.0,29.0,26.0,1014.0,18.0,250.0,30.0,0
1667,2018-07-22,568.0,29,23,7,28.0,25.0,1013,8,20,51,2.0,29.0,28.0,1013.0,12.0,20.0,38.0,2.0,29.0,24.0,1014.0,7.0,20.0,40.0,34.0,27.0,26.0,1012.0,8.0,260.0,51.0,0
1668,2018-07-23,688.0,36,14,7,26.0,23.0,1016,11,60,82,2.0,27.0,26.0,1016.0,14.0,60.0,72.0,14.0,27.0,24.0,1015.0,8.0,70.0,79.0,36.0,24.0,23.0,1016.0,5.0,250.0,70.0,0
1669,2018-07-24,698.0,36,14,9,27.0,22.0,1016,5,290,75,2.0,31.0,26.0,1015.0,11.0,310.0,54.0,2.0,31.0,25.0,1013.0,8.0,130.0,66.0,36.0,24.0,22.0,1016.0,6.0,290.0,88.0,0
1670,2018-07-25,694.0,36,14,2,31.0,26.0,1014,8,250,36,1.0,32.0,31.0,1014.0,12.0,270.0,21.0,1.0,31.0,26.0,1013.0,11.0,260.0,31.0,36.0,27.0,25.0,1013.0,7.0,280.0,43.0,0
1671,2018-07-26,675.0,35,14,2,29.0,22.0,1014,7,320,42,1.0,29.0,28.0,1013.0,13.0,290.0,39.0,1.0,28.0,24.0,1013.0,11.0,270.0,39.0,36.0,26.0,23.0,1014.0,4.0,230.0,50.0,0
1672,2018-07-27,661.0,34,14,2,28.0,22.0,1013,5,270,49,1.0,29.0,27.0,1013.0,11.0,50.0,51.0,1.0,29.0,25.0,1012.0,7.0,130.0,65.0,36.0,24.0,21.0,1013.0,4.0,240.0,51.0,0
1673,2018-07-28,634.0,31,15,2,32.0,26.0,1014,12,240,31,1.0,33.0,32.0,1014.0,13.0,260.0,26.0,1.0,32.0,28.0,1014.0,19.0,260.0,26.0,36.0,26.0,23.0,1013.0,6.0,340.0,52.0,0
1674,2018-07-29,582.0,29,23,1,30.0,26.0,1016,18,260,29,1.0,31.0,30.0,1016.0,16.0,270.0,30.0,1.0,31.0,27.0,1015.0,22.0,260.0,38.0,36.0,28.0,26.0,1015.0,17.0,250.0,32.0,0
1675,2018-07-30,681.0,35,14,1,30.0,23.0,1016,15,260,38,1.0,31.0,30.0,1016.0,17.0,270.0,30.0,1.0,30.0,26.0,1015.0,12.0,260.0,32.0,36.0,27.0,23.0,1016.0,22.0,260.0,53.0,0
1676,2018-07-31,691.0,36,14,2,30.0,23.0,1015,6,320,42,2.0,30.0,28.0,1014.0,12.0,80.0,48.0,2.0,28.0,24.0,1014.0,7.0,70.0,70.0,36.0,27.0,23.0,1015.0,7.0,270.0,39.0,0
1677,2018-08-01,703.0,36,14,2,27.0,22.0,1014,11,90,80,6.0,28.0,27.0,1015.0,16.0,90.0,72.0,6.0,27.0,25.0,1015.0,12.0,120.0,81.0,36.0,24.0,22.0,1014.0,3.0,330.0,81.0,0
1678,2018-08-02,724.0,37,14,7,27.0,24.0,1016,14,100,79,2.0,28.0,27.0,1016.0,17.0,70.0,69.0,2.0,27.0,25.0,1016.0,11.0,120.0,81.0,36.0,25.0,24.0,1015.0,8.0,80.0,89.0,0
1679,2018-08-03,724.0,37,13,2,28.0,24.0,1017,11,100,79,1.0,29.0,28.0,1017.0,13.0,80.0,65.0,2.0,29.0,25.0,1016.0,9.0,80.0,79.0,36.0,25.0,23.0,1017.0,7.0,120.0,87.0,0
1680,2018-08-04,674.0,33,15,6,28.0,24.0,1016,11,110,83,1.0,28.0,28.0,1017.0,13.0,70.0,72.0,2.0,28.0,25.0,1016.0,9.0,80.0,81.0,36.0,25.0,24.0,1016.0,7.0,140.0,89.0,0
1681,2018-08-05,645.0,32,23,2,29.0,24.0,1016,11,100,81,9.0,29.0,28.0,1016.0,14.0,60.0,70.0,2.0,29.0,26.0,1015.0,11.0,80.0,74.0,36.0,25.0,24.0,1016.0,7.0,90.0,90.0,0
1682,2018-08-06,749.0,39,14,9,28.0,24.0,1015,6,310,86,1.0,31.0,28.0,1014.0,11.0,70.0,65.0,2.0,30.0,26.0,1013.0,7.0,90.0,72.0,36.0,26.0,24.0,1015.0,6.0,80.0,87.0,0
1683,2018-08-07,758.0,39,14,9,28.0,24.0,1012,6,40,78,9.0,32.0,28.0,1011.0,9.0,80.0,62.0,1.0,32.0,27.0,1011.0,7.0,80.0,66.0,36.0,26.0,24.0,1013.0,5.0,330.0,72.0,0
1684,2018-08-08,763.0,40,14,6,28.0,25.0,1012,6,70,85,7.0,29.0,26.0,1012.0,11.0,20.0,75.0,18.0,26.0,26.0,1013.0,9.0,270.0,87.0,36.0,27.0,24.0,1012.0,4.0,250.0,80.0,0
1685,2018-08-09,721.0,37,14,2,30.0,24.0,1015,10,280,73,1.0,31.0,29.0,1015.0,11.0,290.0,40.0,1.0,30.0,26.0,1015.0,8.0,280.0,42.0,36.0,26.0,25.0,1014.0,8.0,270.0,87.0,0
1686,2018-08-10,715.0,36,14,2,29.0,23.0,1018,7,300,53,2.0,29.0,28.0,1018.0,16.0,60.0,62.0,6.0,28.0,26.0,1018.0,11.0,100.0,75.0,36.0,26.0,24.0,1016.0,5.0,330.0,55.0,0
1687,2018-08-11,702.0,34,15,9,28.0,26.0,1019,12,70,89,2.0,29.0,28.0,1018.0,13.0,80.0,77.0,2.0,28.0,26.0,1017.0,9.0,80.0,82.0,36.0,26.0,26.0,1019.0,8.0,110.0,89.0,0
1688,2018-08-12,650.0,33,23,9,28.0,26.0,1016,12,80,84,2.0,30.0,28.0,1016.0,16.0,40.0,74.0,9.0,30.0,25.0,1014.0,8.0,80.0,82.0,36.0,26.0,26.0,1017.0,8.0,60.0,89.0,0
1689,2018-08-13,749.0,39,14,9,29.0,24.0,1015,7,300,85,1.0,33.0,29.0,1014.0,12.0,290.0,53.0,1.0,33.0,28.0,1013.0,11.0,270.0,39.0,36.0,25.0,24.0,1014.0,6.0,300.0,91.0,0
1690,2018-08-14,738.0,38,14,1,33.0,25.0,1015,9,350,41,1.0,34.0,32.0,1016.0,10.0,300.0,25.0,2.0,32.0,25.0,1016.0,8.0,310.0,37.0,36.0,28.0,27.0,1014.0,15.0,260.0,41.0,0
1691,2018-08-15,621.0,31,23,1,28.0,22.0,1016,7,60,55,2.0,31.0,28.0,1016.0,13.0,300.0,51.0,2.0,28.0,25.0,1016.0,8.0,290.0,69.0,36.0,26.0,22.0,1016.0,6.0,260.0,48.0,2
1692,2018-08-16,707.0,36,14,9,26.0,23.0,1016,12,270,83,2.0,28.0,26.0,1016.0,13.0,310.0,66.0,2.0,27.0,23.0,1016.0,8.0,280.0,70.0,36.0,25.0,23.0,1016.0,7.0,270.0,84.0,0
1693,2018-08-17,697.0,35,14,7,27.0,23.0,1016,9,260,76,2.0,28.0,27.0,1016.0,15.0,40.0,68.0,2.0,27.0,25.0,1015.0,13.0,70.0,80.0,36.0,23.0,23.0,1016.0,6.0,280.0,77.0,0
1694,2018-08-18,663.0,33,22,2,28.0,24.0,1017,15,90,79,2.0,28.0,27.0,1016.0,20.0,80.0,71.0,6.0,27.0,25.0,1016.0,15.0,100.0,79.0,36.0,25.0,24.0,1016.0,10.0,90.0,85.0,0
1695,2018-08-19,618.0,31,22,6,27.0,25.0,1017,20,80,82,6.0,28.0,27.0,1017.0,21.0,80.0,75.0,2.0,27.0,25.0,1017.0,17.0,100.0,73.0,36.0,25.0,25.0,1016.0,15.0,90.0,84.0,0
1696,2018-08-20,687.0,36,14,6,27.0,24.0,1017,16,90,78,7.0,27.0,26.0,1017.0,20.0,80.0,72.0,1.0,27.0,24.0,1016.0,13.0,110.0,77.0,36.0,25.0,24.0,1018.0,14.0,80.0,82.0,0
1697,2018-08-21,687.0,35,14,6,27.0,24.0,1016,13,70,84,6.0,28.0,26.0,1015.0,16.0,60.0,74.0,6.0,26.0,24.0,1015.0,10.0,80.0,82.0,36.0,24.0,24.0,1016.0,10.0,110.0,87.0,0
